Company ID,Company Name,Branch ID,Street Address,City,State,Postal Code,License Number,License Name
2280,21st Mortgage Corporation,,620 Market Street ,Knoxville,TN,37902,DC2280,MA Debt Collector
2280,21st Mortgage Corporation,1675234,10208 Technology Drive ,Knoxville,TN,37932,DC2280,MA Debt Collector
937594,"A.R.M. Solutions, Inc.",,"2455 Teller Road, Suite 150 ",Thousand Oaks,CA,91320,DC937594,MA Debt Collector
1033955,"Ability Recovery Services, LLC",,284 Main Street ,Dupont,PA,18641,DC1033955,MA Debt Collector
952162,Accenture Solutions Private Limited,,"PLANT 3, GODREJ & BOYCE COMPLEX LBS MARG, VIKHROLI (WEST)",Mumbai,,400079,DC1131,MA Debt Collector
952162,Accenture Solutions Private Limited,1608592,"4th Floor, Tower II of Phase II, Logitech Park Andheri Kurla Road, Andheri (East)",Mumbai,,400072,DC952162,MA Debt Collector
934276,Accounts Receivable Technologies Inc.,,10 Wills Way Building 3,Piscataway,NJ,08854,DC112045-100,MA Debt Collector
931957,"Action Collection Agencies, Inc.",,16 Commerce Blvd. Unit 4,Middleboro,MA,02346,DC0012,MA Debt Collector
988275,"Adler Wallach & Associates, Inc.",,1045 W. Katella Ave. Suite 230,Orange,CA,92867,DC988275,MA Debt Collector
1103081,Admin Recovery LLC,,6225 Sheridan Drive Suite 118,Williamsville,NY,14221,DC1103081,MA Debt Collector
3078,"Advanced Call Center Technologies, LLC",,2238 East Fairview Ave ,Johnson City,TN,37601,DC0516,MA Debt Collector
244947,Advanced Financial Company,,"5900 Pasteur Court, Ste. 115 ",Carlsbad,CA,92008,DC244947,MA Debt Collector
939588,"Afni, Inc.",,1310 Martin Luther King Drive ,Bloomington,IL,61701,DC0711,MA Debt Collector
1651788,AHP Servicing LLC,,"440 S. La Salle St., Suite 1110 ",Chicago,IL,60605,DC1651788,MA Debt Collector
921364,"AIS Recovery Solutions, LLC",,"1212 Corporate Drive, Suite 400 ",Irving,TX,75038,DC921364,MA Debt Collector
921364,"AIS Recovery Solutions, LLC",975036,4515 N. Santa Fe Ave. ,Oklahoma City,OK,73118,DC921364,MA Debt Collector
921364,"AIS Recovery Solutions, LLC",1591397,"Besides Alembic Admin Building Alembic Premises, Alembic Road, Gorwa",Vadodara,,390003,DC921364,MA Debt Collector
1401770,Aldous & Associates PLLC,,4625 South 2300 East Suite 207,Holladay,UT,84117,DC1401770,MA Debt Collector
1491400,"All Debt Solutions, Inc.",,"117 Water Street, suite 204 ",Milford,MA,01757,DC1491400,MA Debt Collector
929077,"Alliance Collection Agencies, Inc.",,3916 S. Business Park Ave. PO Box 1267,Marshfield,WI,54449,DC112062-101,MA Debt Collector
441662,"AllianceOne Receivables Management, Inc",,3043 Walton Road Suite 201,Plymouth Meeting,PA,19462,DC0769,MA Debt Collector
441662,"AllianceOne Receivables Management, Inc",951445,451 Southwest Sedgwick Road Suite 220,Port Orchard,WA,98367,DC111180 - 107,MA Debt Collector
441662,"AllianceOne Receivables Management, Inc",951698,1 Mangrove Way Montego Bay Free Zone,Montego Bay,,West Indies,DC1180 -102,MA Debt Collector
441662,"AllianceOne Receivables Management, Inc",951801,1684 Woodlands Drive Suite 150,Maumee,OH,43537,DC111180 - 106,MA Debt Collector
441662,"AllianceOne Receivables Management, Inc",951835,6160 Mission Gorge Road Suite 300,San Diego,CA,92120,DC111180 - 108,MA Debt Collector
1679170,Alliant Capital Management LLC,,"1965 Sheridan Drive, Suite 100 ",Buffalo,NY,14223,DC1679170,MA Debt Collector
934694,"Allied Account Services, Inc",,1065 Stewart Ave Suite 103,Bethpage,NY,11714,DC0229,MA Debt Collector
934303,"Allied International Credit Corp., (US)",,4410 E. Claiborne Square Ste 235 ,Hampton,VA,23666,DC0731,MA Debt Collector
934303,"Allied International Credit Corp., (US)",943913,55 Mulcaster St ,Barrie,,L4M 0J4,DC934303,MA Debt Collector
934303,"Allied International Credit Corp., (US)",1003942,"15-16 F Three World Square Bldg Upper McKinley Rd McKinley Hill, Fort Bonifacio, Taguig City",Metro Manila,,01634,DC934303,MA Debt Collector
934303,"Allied International Credit Corp., (US)",1930217,3ER Piso Fase 2 Edificio E Centro Corporativo Cafetal,La Ribera de Belen,,,DC934303,MA Debt Collector
934303,"Allied International Credit Corp., (US)",2291630,74 Independence Square N 1st Floor ,Port-of-Spain,,00010,DC934303,MA Debt Collector
928901,Allied Interstate LLC,,7350 Tilghman St Suite 300,Allentown,PA,18106,DC0475,MA Debt Collector
928901,Allied Interstate LLC,1078182,"2F & 3F BPO Building 1 & 2, SM City Clark M.A. Roxas Highway, Brgy. Malabanias, Angeles City",Pampanga,,02009,DC928901,MA Debt Collector
928901,Allied Interstate LLC,1084442,701 Seneca Street Suite 645,Buffalo,NY,14210,DC928901,MA Debt Collector
928901,Allied Interstate LLC,1084444,"A-154A, Sector 63 ","Noida, U.P.",,201 301,DC928901,MA Debt Collector
1512719,"Alternative Collections, LLC",,65 Lawrence Bell Dr ,Williamsville,NY,14221,DC1512719,MA Debt Collector
929734,"AMERICAN ADJUSTMENT BUREAU,INC.",,73 FIELD ST. ,WATERBURY,CT,06702,DC1043,MA Debt Collector
816187,American Coradius International LLC,,"2420 Sweet Home Rd., Suite 150 ",Amherst,NY,14228,DC0959,MA Debt Collector
345863,"American Credit Acceptance, LLC",,961 East Main Street ,Spartanburg,SC,29302,DC345863,MA Debt Collector
954544,"American Credit Bureau, Inc,",,"1200 North Federal Highway, Suite # 200 ",Boca Raton,FL,33432,DC0917,MA Debt Collector
951467,American Credit Management Inc,,25 St Mary's Rd ,Tewksbury,MA,01876,DC0386,MA Debt Collector
338923,American Neighborhood Mortgage Acceptance Company LLC,,700 East Gate Drive Suite 400,Mount Laurel,NJ,08054,DC338923,MA Debt Collector
945971,"American Profit Recovery, Inc.",,34505 W. 12 Mile Road # 333 ,Farmington Hills,MI,48331,DC0857,MA Debt Collector
933103,American Recovery Service Incorporated,,555 St. Charles Drive Suite 100,Thousand Oaks,CA,91360,DC0585,MA Debt Collector
933103,American Recovery Service Incorporated,2402475,205 Bryant Woods South ,Amherst,NY,14228,DC933103,MA Debt Collector
908759,"Americollect, Inc.",,1851 S. Alverno Rd. ,Manitowoc,WI,54220,DC908759,MA Debt Collector
254272,"AmeriNational Community Services, LLC",,217 S. Newton Ave ,Albert Lea,MN,56007,DC254272,MA Debt Collector
254272,"AmeriNational Community Services, LLC",291924,"7000 Security Blvd., Suite 320 ",Baltimore,MD,21244,DC254272,MA Debt Collector
254272,"AmeriNational Community Services, LLC",296200,8121 E Florence Ave. ,Downey,CA,90240,DC296200,MA Debt Collector
254272,"AmeriNational Community Services, LLC",2480417,"3753 Howard Hughes Parkway, Suite 141 ",Las Vegas,NV,89169,DC254272,MA Debt Collector
1111855,Amos Financial LLC,,3330 Skokie Valley Road Suite 301,Highland Park,IL,60035,DC1111855,MA Debt Collector
922863,"Amsher Collection Services, Inc.",,"4524 Southlake Parkway, Suite 15 ",Hoover,AL,35244,DC0847,MA Debt Collector
1289659,Andrew Metcalf,,185 Main St Suite 34,Avon,MA,02322,DC1289659,MA Debt Collector
791182,"Apelles, LLC",,3700 Corporate Drive Suite 240,Columbus,OH,43231,DC791182,MA Debt Collector
1194760,"Arcadia Recovery Bureau, LLC",,645 Penn Street 4th Floor,Reading,PA,19601,DC1194760,MA Debt Collector
1982870,Arcon Credit Solutions LLC,,8425 Seasons Parkway Ste 106,Woodbury,MN,55125,DC1982870,MA Debt Collector
934304,"ARS National Services, Inc.",,270 W. 2nd Ave. ,Escondido,CA,92025,DC0601,MA Debt Collector
934304,"ARS National Services, Inc.",2228887,"1810 First Oaks St, Suite 190 ",Richmond,TX,77406,DC934304,MA Debt Collector
197476,"ARS Portfolio Services, LLC",,6400 Main Street ,Williamsville,NY,14221,DC1265,MA Debt Collector
1456896,"ARstrat, LLC",,14141 Southwest Fwy  Ste 300 ,Sugar Land,TX,77478,DC1456896,MA Debt Collector
1456896,"ARstrat, LLC",1754347,231 W Main St ,Denison,TX,75020,DC1456896,MA Debt Collector
934277,"AscensionPoint Recovery Services, LLC",,200 Coon Rapids Blvd. Ste. 200,Coon Rapids,MN,55433,DC1199,MA Debt Collector
934277,"AscensionPoint Recovery Services, LLC",947917,600 Highway 169 South suite 1520,Saint Louis Park,MN,55426,DC111448-101,MA Debt Collector
934555,"Aspen National Financial, Inc.",,827 Rood Ave. ,Grand Junction,CO,81501,DC0806,MA Debt Collector
934555,"Aspen National Financial, Inc.",939624,18110 Powell Road ,Brooksville,FL,34604,DC111210-101,MA Debt Collector
1006118,Aspire Resources Inc.,,6805 Vista Drive ,West Des Moines,IA,50266,DC1006118,MA Debt Collector
947923,"Asset Recovery Solutions, LLC",,2200 E Devon Ave Suite 200,Des Plaines,IL,60018,DC1260,MA Debt Collector
221718,"Associated Credit Services, Inc.",,"3 Highwood Dr., Suite 102E ",Tewksbury,MA,01876,DC0279,MA Debt Collector
934305,"ATG Credit, LLC",,1700 W. Cortland #205 ,Chicago,IL,60622,DC1178,MA Debt Collector
1172914,"Atlantic Collection Agency, Inc.",,194 Boston Post Road ,East Lyme,CT,06333,DC1172914,MA Debt Collector
940558,"Atlantic Credit & Finance, Inc.",,"111 Franklin Road, SE Suite 400",Roanoke,VA,24011,DC1079,MA Debt Collector
953138,"AUDIT SYSTEMS,INC",,1301 Seminole Boulevard Suite 155-157,Largo,FL,33770,DC0641,MA Debt Collector
933125,"Automated Collection Services, Inc",,304 Northcreek Blvd ,Goodlettsville,TN,37072,DC112040-101,MA Debt Collector
939463,"AXIS FINANCIAL SERVICES, INC.",,2774 GATEWAY RD ,CARLSBAD,CA,92009,DC112081-100,MA Debt Collector
948399,"BALANCED HEALTHCARE RECEIVABLES, LLC",,164 BURKE STREET SUITE 201,NASHUA,NH,03060,DC1109,MA Debt Collector
977918,"Bass & Associates, A Professional Corporation",,3936 E. Ft. Lowell Rd. Suite 200,Tucson,AZ,85712,DC977918,MA Debt Collector
1096500,"BC SERVICES, INC.",,550 Disc Dr ,Longmont,CO,80503,DC1096500,MA Debt Collector
1187737,"BCA Financial Services, Inc.",,"18001 Old Cutler Rd., Suite 462 ",Miami,FL,33157,DC1187737,MA Debt Collector
977708,"Bell & Williams Associates, Inc.",,7 Wall St Suite 101B,Windham,NH,03087,DC977708,MA Debt Collector
931908,"Benuck & Rainey, Inc",,25 Concord Road ,Lee,NH,03861,DC1110,MA Debt Collector
937468,"Berlin-Wheeler, Inc.",,2942 A SW Wanamaker Dr. #200 ,Topeka,KS,66614,DC1262,MA Debt Collector
1901142,Block Capital Services LLC,,89 Providence HWY Suite 205,Westwood,MA,02090,DC1901142,MA Debt Collector
1716869,"Brown & Joseph, LLC",,1 Pierce Place Suite 700W,Itasca,IL,60143,DC1716869,MA Debt Collector
1716869,"Brown & Joseph, LLC",,1 Pierce Place Suite 700W,Itasca,IL,60143,1716869,MA Debt Collector Other Trade Name #1
1716869,"Brown & Joseph, LLC",,1 Pierce Place Suite 700W,Itasca,IL,60143,DC1716869,MA Debt Collector Other Trade Name #2
1716869,"Brown & Joseph, LLC",,1 Pierce Place Suite 700W,Itasca,IL,60143,DC1716869,MA Debt Collector Other Trade Name #3
1716869,"Brown & Joseph, LLC",2158460,420 Rouser Rd  Bldg 3  Ste 300 ,Coraopolis,PA,15108,DC1716869,MA Debt Collector
1313005,"Bull City Financial Solutions, Inc.",,"2609 N. Duke St., Ste. 500 ",Durham,NC,27701,DC1313005,MA Debt Collector
931902,"BYL Services, LLC",,301 Lacey Street ,West Chester,PA,19382,DC1182,MA Debt Collector
953717,"CAINE & WEINER COMPANY, INC.",,5805 Sepulveda Blvd Fl 4 ,Sherman Oaks,CA,91411-2532,DC0833,MA Debt Collector
953717,"CAINE & WEINER COMPANY, INC.",2131802,"12005 Ford Rd, Ste 300 ",Dallas,TX,75234-7262,DC953717,MA Debt Collector
953717,"CAINE & WEINER COMPANY, INC.",2131850,935 National Parkway STE 40 ,Schaumburg,IL,60173,DC953717,MA Debt Collector
15622,"Caliber Home Loans, Inc.",,1525 South Belt Line Road ,Coppell,TX,75019,DC0423,MA Debt Collector
1134374,"Capio Partners, LLC",,3400 Texoma Parkway Suite 100,Sherman,TX,75090,DC1134374,MA Debt Collector
969974,"Capital Accounts, LLC",,4107 Mallory Lane Suite 302,Franklin,TN,37067,DC969974,MA Debt Collector
1631249,Capital Collection Management LLC,,318 S. Clinton Street Suite 400,Syracuse,NY,13202,DC1631249,MA Debt Collector
276717,"Capital For Change, Inc.",,10 Alexander Dr. ,Wallingford,CT,06492,DC276717,MA Debt Collector
954074,"Capital Management Services, LP",,698 1/2 S Ogden St. ,Buffalo,NY,14206,DC1085,MA Debt Collector
2600,"Carrington Mortgage Services, LLC",,"1600 South Douglass Road, Suites 110 & 200-A ",Anaheim,CA,92806,DC2600,MA Debt Collector
2600,"Carrington Mortgage Services, LLC",13319,"2100 E. 196th Street, Suite 100 ",Westfield,IN,46074,DC2600,MA Debt Collector
2600,"Carrington Mortgage Services, LLC",1433720,"6200 Tennyson Parkway, Suite 110-B ",Plano,TX,75024,DC2600,MA Debt Collector
2600,"Carrington Mortgage Services, LLC",1439501,"800 Crescent Centre Drive, Suite 300 ",Franklin,TN,37067,DC2600,MA Debt Collector
937467,"Carson Smithfield, LLC",,101 Crossways Park Drive ,Woodbury,NY,11797,DC937467,MA Debt Collector
937467,"Carson Smithfield, LLC",956632,225 W. Station Square Drive 4th Floor,Pittsburgh,PA,15219,DC956632,MA Debt Collector
933075,"Carter Business Service, Inc.",,150A Andover Street Suite12A,Danvers,MA,01923,DC0006,MA Debt Collector
933075,"Carter Business Service, Inc.",1573356,21 Courthouse Square ,Ossipee,NH,03864,DC933075,MA Debt Collector
942695,"Cavalry Portfolio Services, LLC",,1 American Lane Suite 220,Greenwich,CT,06831,DC0956,MA Debt Collector
942695,"Cavalry Portfolio Services, LLC",954029,4500 South 129th Avenue Ste. 165,Tulsa,OK,74134,DC0954,MA Debt Collector
942695,"Cavalry Portfolio Services, LLC",954043,1611 County Road B West Suite 306,Roseville,MN,55113,DC0955,MA Debt Collector
942695,"Cavalry Portfolio Services, LLC",997882,"4050 E. Cotton Center Blvd Bldg. 2, Ste. 20",Phoenix,AZ,85040,DC942695,MA Debt Collector
942695,"Cavalry Portfolio Services, LLC",2455989,500 East Broward Boulevard Suite 800,Fort Lauderdale,FL,33394,DC942695,MA Debt Collector
1306118,"Cawley & Bergmann, LLC",,550 Broad Street Suite1506,Newark,NJ,07102,DC1306118,MA Debt Collector
1126424,"CBE Customer Solutions, Inc.",,1309 Technology Parkway ,Cedar Falls,IA,50613,DC1126424,MA Debt Collector
1126424,"CBE Customer Solutions, Inc.",1178645,16th Floor W Fifth Avenue 5th Ave. Corner 32nd Street,"Bonifacio Global City, Taguig City Metro Manila",,01634,DC1126424,MA Debt Collector
1126424,"CBE Customer Solutions, Inc.",2400105,326 Dover Rd. ,Clarksville,TN,37042,DC1126424,MA Debt Collector
959560,"Cedars Business Services, LLC",,5230 Las Virgenes Road Suite 210,Calabasas,CA,91302,DC959560,MA Debt Collector
929038,Central Portfolio Control Inc,,10249 Yellow Circle Drive Suite 200,Minnetonka,MN,55343,DC0796,MA Debt Collector
1215163,"Central Research, Inc.",,106 N. Bloomington St Ste S,Lowell,AR,72745,DC1215163,MA Debt Collector
1805652,"Ceteris Portfolio Services, LLC",,28820 Mound Road ,Warren,MI,48092,DC1805652,MA Debt Collector
1805652,"Ceteris Portfolio Services, LLC",,28820 Mound Road ,Warren,MI,48092,DC1805652,MA Debt Collector Other Trade Name #1
1134223,"CHECKredi of Kentucky, LLC",,406 Park Place ,Lexington,KY,40511,DC1134223,MA Debt Collector
934561,"Client Services, Inc.",,3451 Harry S. Truman Blvd. ,St. Charles,MO,63301,DC0467,MA Debt Collector
934561,"Client Services, Inc.",1098474,"Eurocenter Diursa, Building 1, 2nd Floor Barreal de Heredia, Frente a CENADA",Heredia,,,DC934561,MA Debt Collector
967350,COAST PROFESSIONAL INC,,4273 Volunteer Rd ,Geneseo,NY,14454,DC967350,MA Debt Collector
967350,COAST PROFESSIONAL INC,1875541,651 Downing Pines Road ,West Monroe,LA,71292,DC967350,MA Debt Collector
967350,COAST PROFESSIONAL INC,1906763,300 Gleed Ave ,East Aurora,NY,14052,DC967350,MA Debt Collector
952163,"Coastal Medical Billing, Inc.",,"9 Main Street, Suite 2K ",Manchaug,MA,01526,DC0375,MA Debt Collector
1687735,Cognizant Mortgage Services Corporation,,8383 Dominion Parkway Suite 276W,Plano,TX,75024,DC1687735,MA Debt Collector
934255,"Collection Bureau of America, LTD.",,25954 Eden Landing Road ,Hayward,CA,94545-3816,DC111973-101,MA Debt Collector
929063,"Collection Bureau of the Hudson Valley, Inc.",,155 n plank rd ,newburgh,NY,12550,DC0596,MA Debt Collector
1668768,Collection Experts Inc.,,"2112 West Galena Blvd, Unit 8 #325 ",Aurora,IL,60506,DC1668768,MA Debt Collector
1025901,Collection Management Company,,661 Andersen Dr. Suite 110,Pittsburgh,PA,15220,DC1025901,MA Debt Collector
1025901,Collection Management Company,2293991,"501 Shelley Dr, #300 ",Tyler,TX,75701,DC1025901,MA Debt Collector
1025901,Collection Management Company,2294005,"Mahalakshmi Complex, 15/2, Mathura Road Part II Sector – 27/A","Faridabad, Haryana",,121003,DC1025901,MA Debt Collector
907317,"Commonwealth Financial Systems, Inc.",,245 Main Street ,Dickson City,PA,18519,DC907317,MA Debt Collector
940544,Community Cash Management LLC,,163 Rochester Hill Rd ,Rochester,NH,03867,DC0237,MA Debt Collector
2469,"Community Loan Servicing, LLC",,4425 Ponce De Leon Blvd. Suite 300,Coral Gables,FL,33146,DC0852,MA Debt Collector
2469,"Community Loan Servicing, LLC",10099,1415 W. Cypress Creek Road Suite 200,Fort Lauderdale,FL,33309,DC1156,MA Debt Collector
947717,"Complete Payment Recovery Services, Inc.",,"11601 Roosevelt Boulevard, TA-09 ",St. Petersburg,FL,33716,DC0720,MA Debt Collector
947717,"Complete Payment Recovery Services, Inc.",951336,347 Riverside Ave. Bldg. 3-1018,Jacksonville,FL,32202,DC111145-101,MA Debt Collector
3020,Compu-Link Corporation,,3900 Capital City Blvd ,Lansing,MI,48906,DC3020,MA Debt Collector
3020,Compu-Link Corporation,1743666,101 West Louis Henna Blvd Suite 450,Austin,TX,78728,DC3020,MA Debt Collector
934772,"Computer Credit, Inc.",,7996 N Point Blvd Suite 200,Winston Salem,NC,27106,DC0078,MA Debt Collector
1202454,"Comstar, LLC",,8 Turcotte Memorial Drive ,Rowley,MA,01969,DC1202454,MA Debt Collector
1000538,Concentrix Daksh Services India Private Limited,,"Building 14, 17th Floor,Tower C DLF Cyber City, DLF Phase 2,","Gurgaon,Haryana",,122002,DC1000538,MA Debt Collector
1000538,Concentrix Daksh Services India Private Limited,2273428,"Manyata Embassy Business Park, FL 1, 2, 3, 4 & 6 D1, D4, C4, G4 Block, Outer Right Road, Nagawara",Bangalore,,560045,DC1000538,MA Debt Collector
365917,Concord Servicing LLC,,4150 N. Drinkwater Blvd. Suite 200,Scottsdale,AZ,85251,DC0502,MA Debt Collector
1608597,"Connect International, LLC",,667 CENTRAL 1ST FLOOR,HIGHLAND PARK,IL,60035,DC1608597,MA Debt Collector
1608597,"Connect International, LLC",1678058,De donde Fue la Vicky 300 mts al Sur,Managua,,33166,DC1608597,MA Debt Collector
931244,CONRAD CREDIT CORPORATION,,476 W. VERMONT AVE. ,ESCONDIDO,CA,92025,DC0922,MA Debt Collector
943494,"Constar Financial Services, LLC",,10400 N 25th Ave Suite #100,Phoenix,AZ,85021,DC1192,MA Debt Collector
943494,"Constar Financial Services, LLC",2079149,Ave Universidad 13201 Otay Centenario Room 101,Tijuana B.C.,,22424,DC943494,MA Debt Collector
1775977,"Constar International, LLC",,Ave Universidad 13201 Otay Centenario ,Tijuana,,22424,DC1775977,MA Debt Collector
931208,"Continental Service Group, LLC",,200 CrossKeys Office Park ,Fairport,NY,14450,DC0764,MA Debt Collector
931208,"Continental Service Group, LLC",951142,201 Como Park Blvd ,Cheektowaga,NY,14227,DC1297,MA Debt Collector
954069,CONTRACT CALLERS INC,,501 Greene St Suite 302,Augusta,GA,30901,DC112584-101,MA Debt Collector
1134094,"CREDENCE RESOURCE MANAGEMENT, LLC",,4222 Trinity Mills Suite 260,Dallas,TX,75287,DC1134094,MA Debt Collector
1134094,"CREDENCE RESOURCE MANAGEMENT, LLC",1410896,"E-Park, South Tower, Plot No 3/1, MIDC Kharadi ","Kharadi, Pune",,411 014,DC1134094,MA Debt Collector
932663,"Credit Control Services, Inc.",,725 Canton Street ,Norwood,MA,02062,DC0376,MA Debt Collector
932663,"Credit Control Services, Inc.",950654,9 Northeastern Blvd. ,Salem,NH,03079,DC110982-102,MA Debt Collector
932663,"Credit Control Services, Inc.",950671,175 Commerce Way ,Portsmouth,NH,03801,DC110982-103,MA Debt Collector
932663,"Credit Control Services, Inc.",2333541,Avenida Tiradentes #22 Naco,Santo Domingo,,10119,DC932663,MA Debt Collector
870875,"Credit Control, LLC",,"3300 Rider Trail S, Suite 500 ",Earth City,MO,63045,DC111363-105,MA Debt Collector
870875,"Credit Control, LLC",991798,9929 Race Track Road ,Tampa,FL,33626,DC111363-106,MA Debt Collector
870875,"Credit Control, LLC",1120166,"8001 Woodland Center Boulevard, Suite 200 ",Tampa,FL,33614,DC870875,MA Debt Collector
870875,"Credit Control, LLC",1367546,"9275 W Russell Road, Suite 300 ",Las Vegas,NV,89148,DC870875,MA Debt Collector
1113194,Credit Corp Solutions Inc.,,"121 West Election Road, Suite 200 ",Draper,UT,84020,DC1113194,MA Debt Collector
1113194,Credit Corp Solutions Inc.,1929966,33405 8th Avenue South Suite 275,Federal Way,WA,98003,DC1113194,MA Debt Collector
938941,"Credit Management, LP",,631 S. Royal Lane Suite 100,Coppell,TX,75019,DC0162,MA Debt Collector
938941,"Credit Management, LP",1767678,631 S. Royal Lane Suite 100,Coppell,TX,75019,DC938941,MA Debt Collector
938941,"Credit Management, LP",2295066,"Blvd Agua Caliente 10470-23 Col. Revolución, Parque Industrial Barranquita",Tijuana,,22015,DC938941,MA Debt Collector
1134368,"Credit Resolutions, LLC",,500 Main Street 2nd Floor ,Middlefield,CT,06455-0222,DC1134368,MA Debt Collector
1001962,"Credit Solutions, LLC",,2277 Thunderstick Dr Ste 400,Lexington,KY,40505,DC1001962,MA Debt Collector
1671989,"Credit Systems International, Inc.",,"1277, Country Club Lane ",Fort Worth,TX,76112,DC1671989,MA Debt Collector
935745,"CREDIT WORLD SERVICES, INC.",,6000 MARTWAY ,SHAWNEE MISSION,KS,66202,DC0927,MA Debt Collector
937505,"CTI, Inc",,237 Lexington St Suite 10,Woburn,MA,01890,DC0092,MA Debt Collector
1002061,"D & A Services, LLC",,1400 E. Touhy Avenue Suite G2,Des Plaines,IL,60018,DC1002061,MA Debt Collector
1002061,"D & A Services, LLC",1277923,11111 Wilcrest Green Suite 225,Houston,TX,77042,DC1002061,MA Debt Collector
1002061,"D & A Services, LLC",1901948,570 Carillon Parkway Suite 103,St. Petersburg,FL,33716,DC1002061,MA Debt Collector
70377,"DATA MORTGAGE, INC.",,1417 North Magnolia Avenue ,Ocala,FL,34475,DC70377,MA Debt Collector
207709,"DCM Services, LLC",,1550 American Blvd E Ste 200 ,Bloomington,MN,55425-1116,DC1091,MA Debt Collector
934307,"Debt Recovery Solutions, LLC",,6800 Jericho Turnpike ste. 113E ,Syosset,NY,11791,DC1075,MA Debt Collector
967590,Delta Management Associates Inc,,100 Everett Ave Suite 6,Chelsea,MA,02150,DC0269,MA Debt Collector
967590,Delta Management Associates Inc,1020530,21 Manchester Street ,Merrimack,NH,03054,DC110955-101,MA Debt Collector
920378,"Diversified Adjustment Service, Inc.",,600 Coon Rapids Blvd. ,Coon Rapids,MN,55433,DC0414,MA Debt Collector
1587682,Diversified Recovery Bureau LLC,,40 Gardenville Pkwy Suite 201,West Seneca,NY,14224,DC1587682,MA Debt Collector
954553,Divine and Service LP,,740 Walt Whitman Road ,Melville,NY,11747,DC0713,MA Debt Collector
938351,"DTG Holdings, Inc.",,"11350 McCormick Road EPIII, Suite 800",Hunt Valley,MD,21031,DC0735,MA Debt Collector
116356,"Dyck-O'Neal, Inc.",,"3100 Monticello Ave., Suite 650 ",Dallas,TX,75205,DC1208,MA Debt Collector
952183,Dynamic Recovery Solutions LLC,,"135 Interstate Blvd, Suite 6 ",Greenville,SC,29615,DC1287,MA Debt Collector
934918,"Eastern Account System of Connecticut, Inc.",,111 Park Ridge Rd. ,Brookfield,CT,06804,DC1313,MA Debt Collector
1049519,"Eastpoint Recovery Group, Inc.",,1738 Elmwood Ave Suite 104,Buffalo,NY,14207,DC1049519,MA Debt Collector
1489841,"Educational Computer Systems, Inc.",,1200 Cherrington Parkway Suite 200,Moon Township,PA,15108,DC1489841,MA Debt Collector
1489841,"Educational Computer Systems, Inc.",2163761,2150 Country Club Road Suite 320,Winston Salem,NC,27104,DC1489841,MA Debt Collector
950415,"EGS Financial Care, Inc.",,5161 California Ave. Suite 100,Irvine,CA,92617,DC950415,MA Debt Collector
950415,"EGS Financial Care, Inc.",2439630,"Plaza America, Juan Pablo II y Calle 53 Pte. ",Puebla,,72440,DC950415,MA Debt Collector
950971,ElectroMedical Associates Inc.,,5 Northern Blvd Unit 11 ,Amherst,NH,03031,DC0903,MA Debt Collector
181265,"Encore Receivable Management, Inc.",,225 International Parkway ,Lake Mary,FL,32746,DC0661,MA Debt Collector
181265,"Encore Receivable Management, Inc.",953699,"Glorietta 5, Ayala Center Ayala Avenue",Makati City,,01224,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2041101,Ave Carrera 45 # 114 – 90 ,Bogota,,110111,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2061409,"Edificio Galeon, Calle 127 and Carrera 7A 28 ",Bogota,,10111,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2061414,"One Montage, Archbishop Reyes Ave Floor 23, 24, 25, 26, 27, 28 and 29 F",Cebu City,,06000,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2257799,8000 Baymeadows Way ,Jacksonville,FL,32256,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2293638,"Edificio Concentrix, 100m sur 200m oeste de la Embajada Americanacostado Oeste de Sylvannia","San Jose, Pavas",,10109,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2334394,Calle 90 ,Bogota,,110221,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2410960,3947 N Oak Street Extension ,Valdosta,GA,31605,DC181265,MA Debt Collector
953724,"Enhanced Recovery Company, LLC",,8014 Bayberry Rd. ,Jacksonville,FL,32256,DC0737,MA Debt Collector
953724,"Enhanced Recovery Company, LLC",,8014 Bayberry Rd. ,Jacksonville,FL,32256,DC953724,MA Debt Collector Other Trade Name #1
934565,"Estate Information Services, LLC",,"670 Morrison Rd., Suite 300 ",Gahanna,OH,43230,DC0953,MA Debt Collector
926201,Everest Receivable Services Inc.,,2351 North Forest Road Suite 100,Getzville,NY,14068,DC926201,MA Debt Collector
967404,Exeter Finance LLC,,2101 W. John Carpenter Freeway ,Irving,TX,75063,DC967404,MA Debt Collector
1083681,"ExlService Philippines, Inc.",,"6th Floor, One E-com Center Harbor Drive, MOA Complex",Pasay City,,01308,DC1083681,MA Debt Collector
1083681,"ExlService Philippines, Inc.",2500238,"9th Floor, Plaza E Building Northgate Cyberzone, Alabang",Muntinlupa City,,01781,DC1083681,MA Debt Collector
959428,"F.H. Cann & Associates, Inc.",,1600 Osgood Street Suite 3058,North Andover,MA,01845,DC0615,MA Debt Collector
